customer_id,customer_country,account_created_at,customer_segment,historical_orders,historical_chargebacks,email_age_days,usual_device_id,lifetime_value
C001855,AU,2025-03-12,New,2,0,482,DEV001855,268.79
C001856,NL,2024-09-21,Occasional,4,0,1143,DEV001856,120.21
C001857,CA,2019-10-15,Returning,9,0,2435,DEV001857,909.65
C001858,ES,2025-11-21,New,1,0,634,DEV001858,119.17
C001859,AU,2021-01-06,Returning,20,0,2221,DEV001859,470.66
C001860,GB,2023-11-23,Occasional,4,0,916,DEV001860,327.12
C001861,US,2024-07-14,Returning,17,0,1143,DEV001861,528.97
C001862,NL,2022-12-06,Occasional,4,0,1160,DEV001862,512.41
C001863,AU,2025-04-11,New,0,0,675,DEV001863,0.0
C001864,CA,2023-06-30,Occasional,3,0,1066,DEV001864,209.52
C001865,AU,2022-06-20,Returning,18,0,1502,DEV001865,854.35
C001866,IT,2022-07-11,Loyal,81,0,1353,DEV001866,4674.03
C001867,ES,2025-06-10,Occasional,5,0,645,DEV001867,746.62
C001868,IT,2025-10-24,New,2,0,750,DEV001868,128.5
C001869,NL,2022-10-18,Returning,9,0,1775,DEV001869,1255.31
C001870,AU,2021-11-06,Returning,14,0,1752,DEV001870,816.77
C001871,ES,2024-08-18,Returning,10,0,987,DEV001871,1274.81
C001872,IE,2024-12-25,Returning,7,0,848,DEV001872,417.99
C001873,NL,2024-12-13,Occasional,6,0,902,DEV001873,289.75
C001874,FR,2025-02-25,New,1,0,933,DEV001874,119.27
C001875,DE,2022-12-18,Returning,8,0,1256,DEV001875,809.98
C001876,NL,2025-10-28,New,0,0,772,DEV001876,0.0
C001877,ES,2025-12-18,New,1,0,275,DEV001877,65.69
C001878,US,2022-12-11,Occasional,4,0,1486,DEV001878,316.53
C001879,IE,2024-08-03,Occasional,1,0,651,DEV001879,96.25
C001880,NL,2019-03-20,Returning,17,0,3180,DEV001880,2893.52
C001881,ES,2022-02-18,Occasional,4,0,1674,DEV001881,398.5
C001882,IT,2025-05-13,Occasional,1,0,526,DEV001882,86.35
C001883,US,2021-03-30,Loyal,40,0,2168,DEV001883,1863.92
C001884,NL,2020-02-11,Returning,7,0,2709,DEV001884,903.58
C001885,DE,2023-06-04,Occasional,4,0,965,DEV001885,208.31
C001886,DE,2019-12-19,Returning,5,0,2425,DEV001886,356.96
C001887,DE,2021-05-07,Returning,22,0,2003,DEV001887,2131.68
C001888,NL,2022-12-31,Occasional,1,0,1644,DEV001888,117.48
C001889,US,2022-03-11,Returning,18,0,1431,DEV001889,2444.11
C001890,NL,2023-10-23,Occasional,1,0,1014,DEV001890,51.81
C001891,IT,2021-02-27,Returning,15,0,1974,DEV001891,552.2
C001892,NL,2024-10-07,Occasional,3,0,954,DEV001892,343.2
C001893,FR,2023-08-20,Returning,8,0,1196,DEV001893,1138.83
C001894,IE,2025-07-29,New,0,0,712,DEV001894,0.0
C001895,IT,2025-03-21,New,0,0,778,DEV001895,0.0
C001896,IT,2024-07-04,Occasional,3,0,1150,DEV001896,369.53
C001897,FR,2024-08-24,Returning,22,0,882,DEV001897,3588.02
C001898,GB,2023-10-14,Occasional,5,0,1192,DEV001898,313.75
C001899,US,2025-09-16,New,1,1,560,DEV001899,77.41
C001900,CA,2020-08-31,Returning,10,0,2406,DEV001900,527.47
C001901,ES,2025-09-17,New,2,0,702,DEV001901,312.38
C001902,IT,2023-02-25,Returning,5,0,1290,DEV001902,536.64
C001903,GB,2025-09-05,Occasional,4,0,380,DEV001903,427.97
C001904,NL,2023-01-22,Occasional,1,0,1362,DEV001904,93.3
C001905,DE,2023-12-26,Returning,15,1,966,DEV001905,1190.51
C001906,CA,2023-01-08,Loyal,52,0,1240,DEV001906,5963.48
C001907,FR,2023-04-08,Occasional,2,0,1407,DEV001907,192.92
C001908,ES,2023-02-26,Occasional,6,0,1746,DEV001908,352.21
C001909,CA,2025-01-22,Occasional,3,0,499,DEV001909,248.87
C001910,GB,2023-05-15,Returning,5,0,1297,DEV001910,153.14
C001911,CA,2025-05-04,Occasional,1,0,856,DEV001911,99.0
C001912,NL,2025-07-28,New,1,0,274,DEV001912,30.78
C001913,NL,2022-10-06,Returning,19,0,1635,DEV001913,497.33
C001914,ES,2024-03-01,Occasional,2,0,1053,DEV001914,300.26
C001915,FR,2025-08-11,Occasional,1,0,493,DEV001915,61.34
C001916,NL,2017-02-13,Loyal,94,0,3628,DEV001916,11734.54
C001917,GB,2025-10-31,New,0,0,425,DEV001917,0.0
C001918,ES,2017-02-03,Loyal,29,0,3416,DEV001918,1482.42
C001919,US,2025-03-22,New,1,0,721,DEV001919,146.64
C001920,DE,2023-06-28,Loyal,27,1,1449,DEV001920,4525.37
C001921,ES,2019-07-04,Loyal,23,0,2937,DEV001921,2770.65
C001922,NL,2024-10-25,Occasional,5,0,987,DEV001922,562.19
C001923,GB,2023-12-04,Occasional,2,0,1140,DEV001923,222.77
C001924,CA,2023-07-25,Occasional,1,0,1617,DEV001924,130.21
C001925,AU,2023-05-06,Returning,20,0,1261,DEV001925,2138.85
C001926,NL,2020-07-23,Loyal,86,0,2058,DEV001926,3804.19
C001927,FR,2022-03-03,Occasional,6,0,1995,DEV001927,904.81
C001928,NL,2019-02-27,Returning,18,0,2676,DEV001928,876.39
C001929,IT,2025-10-11,New,0,0,423,DEV001929,0.0
C001930,GB,2021-02-12,Loyal,96,0,2170,DEV001930,11375.24
C001931,NL,2025-08-10,New,2,0,207,DEV001931,198.98
C001932,CA,2025-05-26,New,2,0,473,DEV001932,55.63
C001933,DE,2019-03-16,Loyal,21,0,3079,DEV001933,2691.11
C001934,FR,2025-11-06,New,0,0,747,DEV001934,0.0
C001935,AU,2025-07-05,Occasional,2,0,634,DEV001935,275.91
C001936,NL,2024-04-25,Occasional,2,0,1249,DEV001936,50.36
C001937,NL,2025-04-10,Occasional,4,0,678,DEV001937,227.72
C001938,NL,2023-04-17,Returning,8,0,1177,DEV001938,345.63
C001939,IT,2022-09-23,Returning,24,0,1759,DEV001939,1421.82
C001940,CA,2022-11-06,Returning,5,0,1363,DEV001940,266.5
C001941,NL,2024-05-30,Occasional,6,0,776,DEV001941,220.95
C001942,DE,2021-06-01,Returning,19,0,2359,DEV001942,2333.07
C001943,ES,2022-08-31,Returning,12,0,1525,DEV001943,289.23
C001944,DE,2023-03-10,Occasional,5,0,1127,DEV001944,141.19
C001945,IE,2025-10-11,New,0,0,364,DEV001945,0.0
C001946,NL,2025-06-21,New,0,0,574,DEV001946,0.0
C001947,ES,2025-05-23,Occasional,4,0,408,DEV001947,491.04
C001948,ES,2023-03-24,Returning,21,0,1087,DEV001948,1843.99
C001949,ES,2018-07-25,Loyal,37,0,3163,DEV001949,4244.91
C001950,DE,2025-11-11,New,2,0,263,DEV001950,108.83
C001951,US,2025-08-21,New,1,0,622,DEV001951,24.99
C001952,AU,2022-02-06,Occasional,4,0,2073,DEV001952,552.08
C001953,DE,2024-12-24,Returning,15,0,591,DEV001953,1154.65
C001954,IT,2025-08-30,New,2,0,658,DEV001954,188.24
C001955,ES,2025-05-20,Occasional,4,0,482,DEV001955,359.65
C001956,AU,2025-06-12,New,2,0,546,DEV001956,88.79
C001957,CA,2023-05-30,Occasional,3,0,1586,DEV001957,159.02
C001958,CA,2022-10-23,Occasional,1,0,1837,DEV001958,125.54
C001959,ES,2024-12-01,Occasional,3,0,777,DEV001959,283.53
C001960,CA,2025-11-30,New,0,0,241,DEV001960,0.0
C001961,DE,2025-03-03,New,2,0,990,DEV001961,64.39
C001962,US,2022-03-08,Loyal,55,0,1755,DEV001962,5758.22
C001963,CA,2023-04-25,Occasional,2,0,1264,DEV001963,59.44
C001964,DE,2025-12-20,New,1,0,680,DEV001964,130.42
C001965,AU,2025-07-23,New,0,0,246,DEV001965,0.0
C001966,IE,2022-03-10,Occasional,3,0,1542,DEV001966,159.1
C001967,DE,2025-01-07,New,0,0,945,DEV001967,0.0
C001968,IT,2023-07-02,Returning,19,0,1404,DEV001968,647.73
C001969,IE,2022-05-04,Occasional,2,0,1640,DEV001969,180.46
C001970,ES,2019-11-17,Returning,13,0,2959,DEV001970,1179.86
C001971,IE,2020-01-18,Returning,21,0,2323,DEV001971,1000.93
C001972,NL,2020-06-23,Returning,17,0,2715,DEV001972,2186.83
C001973,DE,2025-10-17,New,0,0,526,DEV001973,0.0
C001974,IE,2023-04-24,Occasional,4,0,1428,DEV001974,308.87
C001975,IE,2025-03-10,New,2,0,387,DEV001975,80.06
C001976,US,2019-12-17,Loyal,61,0,2794,DEV001976,2479.4
C001977,IT,2025-05-30,New,1,0,641,DEV001977,31.99
C001978,ES,2024-08-24,Occasional,1,0,1041,DEV001978,128.34
C001979,IE,2023-11-06,Returning,21,0,1312,DEV001979,536.25
C001980,CA,2021-02-26,Loyal,84,0,2031,DEV001980,4393.37
C001981,IT,2024-07-09,Occasional,5,0,668,DEV001981,670.09
C001982,GB,2025-01-02,New,2,0,666,DEV001982,209.04
C001983,FR,2023-10-23,Occasional,2,0,945,DEV001983,189.38
C001984,IT,2023-11-25,Occasional,2,0,1400,DEV001984,142.48
C001985,IT,2023-08-27,Occasional,6,0,1368,DEV001985,135.83
C001986,NL,2020-11-12,Returning,11,0,2516,DEV001986,559.06
C001987,CA,2023-06-04,Occasional,4,0,1637,DEV001987,332.61
C001988,DE,2025-06-10,New,0,0,362,DEV001988,0.0
C001989,AU,2025-06-10,New,2,0,586,DEV001989,112.79
C001990,AU,2025-08-24,New,1,0,550,DEV001990,90.74
C001991,US,2023-12-17,Occasional,3,0,942,DEV001991,188.53
C001992,GB,2021-08-02,Loyal,80,0,2106,DEV001992,3735.75
C001993,GB,2025-05-31,Occasional,5,0,376,DEV001993,232.48
C001994,CA,2025-11-05,New,1,0,128,DEV001994,79.62
C001995,US,2022-06-09,Occasional,5,0,1567,DEV001995,599.84
C001996,CA,2025-07-29,New,1,0,659,DEV001996,23.07
C001997,US,2022-05-17,Returning,7,0,2000,DEV001997,519.21
C001998,DE,2025-07-11,New,2,0,267,DEV001998,162.84
C001999,DE,2022-11-09,Returning,24,0,1594,DEV001999,3294.47
C002000,IE,2020-06-14,Returning,14,1,2619,DEV002000,456.15
C002001,IT,2022-03-01,Occasional,6,0,1429,DEV002001,633.48
C002002,DE,2023-09-09,Returning,18,0,1492,DEV002002,1526.17
C002003,IT,2022-10-13,Occasional,1,0,1884,DEV002003,113.36
C002004,DE,2023-06-19,Occasional,5,0,1181,DEV002004,735.04
C002005,IE,2019-02-05,Returning,11,0,3107,DEV002005,1079.88
C002006,FR,2025-11-16,New,1,0,173,DEV002006,100.59
C002007,DE,2025-11-13,New,2,0,691,DEV002007,147.15
C002008,CA,2023-08-31,Returning,12,0,1422,DEV002008,344.52
C002009,IT,2023-12-05,Loyal,65,0,1101,DEV002009,4211.96
C002010,US,2025-10-24,New,0,0,286,DEV002010,0.0
C002011,FR,2025-09-11,New,2,0,143,DEV002011,182.8
C002012,IT,2024-01-31,Occasional,6,0,1321,DEV002012,468.64
C002013,IE,2021-11-19,Returning,10,0,1815,DEV002013,853.42
C002014,ES,2025-06-20,Occasional,6,0,727,DEV002014,344.1
C002015,IT,2023-08-14,Occasional,4,0,977,DEV002015,300.14
C002016,GB,2025-04-02,New,0,0,814,DEV002016,0.0
C002017,FR,2025-11-21,New,2,0,686,DEV002017,110.47
C002018,GB,2019-03-28,Loyal,89,1,2667,DEV002018,12390.8
C002019,IE,2025-08-31,New,0,0,613,DEV002019,0.0
C002020,FR,2020-04-17,Returning,6,0,2228,DEV002020,612.26
C002021,FR,2022-09-10,Occasional,2,0,1750,DEV002021,139.11
C002022,AU,2017-06-10,Loyal,35,0,3210,DEV002022,5726.55
C002023,DE,2023-06-22,Loyal,76,0,1579,DEV002023,4054.49
C002024,ES,2025-05-09,New,0,0,417,DEV002024,0.0
C002025,CA,2022-09-28,Occasional,6,0,1685,DEV002025,740.76
C002026,AU,2024-01-05,Occasional,1,0,913,DEV002026,79.21
C002027,AU,2025-03-09,New,1,0,925,DEV002027,62.56
C002028,GB,2025-02-15,New,2,0,341,DEV002028,245.89
C002029,AU,2024-12-26,Returning,5,0,1029,DEV002029,840.97
C002030,IT,2020-09-02,Returning,24,0,2139,DEV002030,1381.52
C002031,IE,2020-04-07,Returning,23,0,2590,DEV002031,2875.3
C002032,ES,2023-09-24,Returning,17,0,1434,DEV002032,1464.85
C002033,ES,2025-01-21,Occasional,6,0,843,DEV002033,502.91
C002034,IT,2023-12-12,Occasional,3,0,1045,DEV002034,303.09
C002035,AU,2024-10-20,Occasional,6,0,913,DEV002035,661.04
C002036,IT,2024-04-27,Occasional,6,0,886,DEV002036,471.96
C002037,CA,2020-09-19,Returning,10,0,1937,DEV002037,1340.29
C002038,ES,2025-04-28,New,0,0,976,DEV002038,0.0
C002039,NL,2023-09-10,Occasional,5,0,1325,DEV002039,125.36
C002040,AU,2020-07-11,Loyal,27,0,2628,DEV002040,1442.83
C002041,US,2020-09-22,Returning,23,0,2284,DEV002041,542.33
C002042,DE,2023-03-27,Occasional,4,0,1255,DEV002042,215.83
C002043,IT,2023-12-04,Occasional,5,0,1098,DEV002043,270.2
C002044,NL,2023-08-19,Returning,10,0,1576,DEV002044,691.89
C002045,IT,2025-01-30,New,2,0,452,DEV002045,219.44
C002046,CA,2024-05-31,Occasional,1,0,1200,DEV002046,167.32
C002047,US,2025-01-27,Occasional,2,0,923,DEV002047,156.66
C002048,NL,2025-10-15,New,0,0,95,DEV002048,0.0
C002049,ES,2020-09-15,Returning,23,0,2039,DEV002049,1163.19
C002050,IE,2020-07-17,Returning,7,0,2313,DEV002050,141.48
C002051,CA,2022-04-06,Returning,10,0,2072,DEV002051,675.3
C002052,DE,2022-06-07,Returning,10,0,1746,DEV002052,693.84
C002053,AU,2022-09-02,Occasional,3,0,1788,DEV002053,69.88
C002054,AU,2025-04-13,Occasional,1,0,602,DEV002054,48.44
C002055,DE,2019-10-12,Loyal,33,0,2968,DEV002055,3780.77
C002056,NL,2018-08-04,Loyal,73,0,3319,DEV002056,5048.32
C002057,IT,2022-01-06,Occasional,5,0,1722,DEV002057,388.08
C002058,AU,2024-09-09,Returning,7,0,684,DEV002058,370.43
C002059,ES,2024-04-26,Occasional,3,0,1018,DEV002059,307.42
C002060,CA,2019-12-10,Returning,21,0,2544,DEV002060,822.89
C002061,DE,2021-08-23,Returning,11,0,1639,DEV002061,1636.28
C002062,AU,2022-05-24,Occasional,3,0,1547,DEV002062,92.17
C002063,FR,2020-03-05,Returning,6,0,2355,DEV002063,826.61
C002064,IT,2025-07-11,New,1,0,428,DEV002064,81.95
C002065,US,2024-03-26,Occasional,6,0,1249,DEV002065,304.48
C002066,FR,2022-11-20,Occasional,1,0,1324,DEV002066,27.85
C002067,US,2025-09-05,Occasional,3,0,763,DEV002067,331.91
C002068,IT,2023-11-22,Occasional,2,0,811,DEV002068,216.85
C002069,IT,2024-03-13,Occasional,5,0,1283,DEV002069,543.33
C002070,AU,2022-10-28,Occasional,2,0,1799,DEV002070,240.95
C002071,NL,2023-05-14,Returning,8,0,1435,DEV002071,421.48
C002072,CA,2019-11-24,Loyal,68,0,2636,DEV002072,6571.66
C002073,IT,2025-07-16,New,0,0,358,DEV002073,0.0
C002074,NL,2025-06-02,New,2,0,327,DEV002074,306.39
C002075,CA,2022-02-17,Occasional,4,0,1583,DEV002075,601.74
C002076,CA,2025-06-22,Occasional,5,0,276,DEV002076,538.95
C002077,NL,2022-12-29,Returning,10,0,1271,DEV002077,1238.2
C002078,US,2024-01-10,Occasional,2,0,1356,DEV002078,345.11
C002079,NL,2020-10-12,Returning,22,0,1934,DEV002079,3067.26
C002080,AU,2020-07-28,Returning,24,0,2255,DEV002080,2423.44
C002081,CA,2022-09-23,Returning,13,0,1428,DEV002081,1180.45
C002082,NL,2022-03-13,Occasional,2,0,2033,DEV002082,215.32
C002083,US,2020-01-02,Loyal,100,0,2642,DEV002083,13003.53
C002084,CA,2020-10-09,Returning,9,0,2119,DEV002084,980.13
C002085,DE,2024-01-18,Occasional,1,0,852,DEV002085,163.26
C002086,FR,2022-02-23,Returning,5,0,1927,DEV002086,145.0
C002087,IT,2023-12-08,Occasional,6,0,930,DEV002087,599.4
C002088,IE,2023-07-26,Returning,17,0,1519,DEV002088,2149.12
C002089,IT,2023-04-25,Loyal,97,0,1569,DEV002089,9435.45
C002090,AU,2023-02-26,Occasional,3,0,1102,DEV002090,187.73
C002091,IT,2025-03-14,New,2,0,469,DEV002091,162.55
C002092,FR,2023-11-19,Occasional,5,0,1146,DEV002092,186.78
C002093,US,2025-08-23,New,1,0,434,DEV002093,118.77
C002094,DE,2020-07-13,Returning,10,0,2144,DEV002094,1114.61
C002095,IE,2021-06-08,Returning,24,0,1872,DEV002095,1011.88
C002096,FR,2019-10-06,Loyal,21,0,2730,DEV002096,2585.18
C002097,NL,2023-02-02,Occasional,3,0,1209,DEV002097,482.03
C002098,GB,2021-05-03,Returning,12,0,2347,DEV002098,353.88
C002099,GB,2025-07-25,Occasional,2,0,304,DEV002099,265.74
C002100,IT,2025-06-17,New,0,0,411,DEV002100,0.0
C002101,IT,2024-04-29,Occasional,3,0,1147,DEV002101,112.14
C002102,IT,2021-05-04,Returning,23,0,1937,DEV002102,797.17
C002103,GB,2025-09-21,New,2,0,676,DEV002103,237.11
C002104,GB,2023-02-05,Occasional,1,0,1119,DEV002104,23.06
C002105,IE,2023-07-08,Returning,18,0,1319,DEV002105,1092.77
C002106,DE,2025-08-05,New,0,0,417,DEV002106,0.0
C002107,IT,2020-09-12,Returning,8,0,2331,DEV002107,1161.07
C002108,DE,2025-05-23,New,0,0,583,DEV002108,0.0
C002109,IT,2020-04-26,Returning,9,0,2714,DEV002109,1051.77
C002110,AU,2021-09-28,Returning,16,0,2279,DEV002110,1362.9
C002111,FR,2021-11-08,Loyal,67,0,1655,DEV002111,3207.97
C002112,GB,2023-12-16,Returning,12,0,1468,DEV002112,286.67
C002113,AU,2019-04-12,Loyal,94,0,2808,DEV002113,6506.64
C002114,IE,2023-04-15,Returning,21,0,1214,DEV002114,643.77
C002115,NL,2023-08-16,Returning,5,0,1593,DEV002115,161.08
C002116,US,2022-08-17,Occasional,1,0,1255,DEV002116,117.5
C002117,CA,2023-06-12,Occasional,5,0,1320,DEV002117,600.82
C002118,IT,2025-10-31,New,1,0,270,DEV002118,60.6
C002119,NL,2025-11-05,New,1,0,340,DEV002119,149.11
C002120,DE,2021-02-28,Loyal,27,0,2257,DEV002120,3183.42
C002121,ES,2022-02-08,Occasional,5,0,1556,DEV002121,368.95
C002122,FR,2025-07-14,New,1,0,524,DEV002122,137.67
C002123,ES,2025-01-16,New,1,0,369,DEV002123,125.14
C002124,FR,2023-09-05,Loyal,21,0,1376,DEV002124,3224.12
C002125,IE,2021-05-11,Returning,19,0,2369,DEV002125,2584.99
C002126,US,2020-01-15,Loyal,22,0,2403,DEV002126,3084.03
C002127,AU,2024-09-09,Returning,20,0,640,DEV002127,2201.76
C002128,DE,2025-03-09,New,0,0,748,DEV002128,0.0
C002129,AU,2021-02-06,Returning,7,0,2338,DEV002129,475.57
C002130,DE,2024-04-14,Occasional,6,0,1261,DEV002130,138.31
C002131,IE,2023-05-25,Returning,16,0,1270,DEV002131,1704.55
C002132,ES,2025-10-12,New,0,0,319,DEV002132,0.0
C002133,ES,2025-02-24,New,2,0,844,DEV002133,182.94
C002134,ES,2019-07-01,Returning,15,0,2743,DEV002134,1508.49
C002135,CA,2023-08-05,Occasional,2,0,1234,DEV002135,280.54
C002136,DE,2025-05-06,New,2,0,861,DEV002136,214.63
C002137,CA,2025-12-11,New,0,0,525,DEV002137,0.0
C002138,FR,2022-10-28,Returning,8,0,1483,DEV002138,789.35
C002139,NL,2025-01-04,Occasional,3,0,956,DEV002139,326.43
C002140,IE,2022-05-20,Occasional,1,0,1845,DEV002140,106.18
C002141,US,2022-12-11,Occasional,2,0,1415,DEV002141,249.44
C002142,US,2022-02-03,Returning,22,0,2099,DEV002142,2030.04
C002143,ES,2023-05-10,Occasional,4,0,1066,DEV002143,511.4
C002144,IE,2025-09-04,New,2,0,628,DEV002144,186.79
C002145,DE,2022-08-24,Occasional,2,0,1470,DEV002145,80.88
C002146,AU,2025-01-18,Occasional,4,0,428,DEV002146,416.49
C002147,CA,2025-03-01,New,1,0,489,DEV002147,148.26
C002148,IE,2019-09-27,Returning,7,0,2731,DEV002148,195.88
C002149,CA,2020-07-06,Returning,14,0,2056,DEV002149,2383.75
C002150,IT,2025-08-13,New,2,0,615,DEV002150,147.23
C002151,GB,2022-06-09,Occasional,2,0,1914,DEV002151,312.42
C002152,FR,2024-05-19,Returning,5,0,890,DEV002152,799.86
C002153,ES,2022-09-14,Returning,11,0,1776,DEV002153,1534.03
C002154,ES,2023-05-10,Occasional,5,0,1610,DEV002154,171.26
C002155,FR,2023-02-11,Occasional,3,0,1650,DEV002155,309.16
C002156,DE,2022-04-24,Occasional,6,0,1546,DEV002156,168.17
C002157,ES,2023-11-03,Returning,15,0,1013,DEV002157,526.38
C002158,AU,2022-05-07,Occasional,3,0,2004,DEV002158,230.69
C002159,IE,2023-08-11,Returning,14,0,1436,DEV002159,1658.6
C002160,GB,2024-08-12,Returning,6,0,545,DEV002160,585.71
C002161,FR,2025-09-29,Occasional,5,0,626,DEV002161,523.11
C002162,DE,2025-08-16,Occasional,5,0,232,DEV002162,149.78
C002163,FR,2025-04-09,New,1,0,365,DEV002163,65.21
C002164,IT,2024-04-12,Occasional,2,0,1184,DEV002164,94.79
C002165,NL,2023-12-13,Occasional,5,0,821,DEV002165,254.12
C002166,AU,2025-10-07,New,2,0,614,DEV002166,261.94
C002167,AU,2025-08-20,New,2,0,728,DEV002167,133.54
C002168,AU,2025-01-20,New,0,0,705,DEV002168,0.0
C002169,CA,2025-05-10,New,2,0,733,DEV002169,58.86
C002170,ES,2020-12-22,Loyal,21,0,2159,DEV002170,1539.21
C002171,CA,2023-03-21,Loyal,75,0,1511,DEV002171,2257.78
C002172,GB,2024-12-29,Returning,11,0,429,DEV002172,1156.53
C002173,IT,2022-09-20,Returning,22,0,1423,DEV002173,1982.29
C002174,CA,2024-02-12,Occasional,2,0,1027,DEV002174,111.54
C002175,AU,2025-03-17,Occasional,4,0,975,DEV002175,167.5
C002176,FR,2019-10-19,Returning,18,0,2421,DEV002176,2191.37
C002177,CA,2024-07-26,Returning,7,0,771,DEV002177,464.01
C002178,NL,2025-03-30,New,2,0,1000,DEV002178,63.21
C002179,CA,2023-01-26,Occasional,5,0,1219,DEV002179,444.11
C002180,US,2023-10-30,Occasional,3,0,1494,DEV002180,59.22
C002181,IE,2021-01-29,Loyal,76,0,2217,DEV002181,10877.51
C002182,DE,2022-12-01,Occasional,2,0,1201,DEV002182,167.05
C002183,NL,2025-06-29,New,0,0,894,DEV002183,0.0
C002184,IT,2025-08-24,Occasional,6,0,198,DEV002184,233.16
C002185,CA,2024-09-08,Occasional,2,0,877,DEV002185,102.3
C002186,CA,2025-02-21,New,1,0,610,DEV002186,93.72
C002187,GB,2022-10-29,Occasional,2,0,1793,DEV002187,190.63
C002188,AU,2022-07-23,Returning,20,0,1968,DEV002188,1958.22
C002189,FR,2022-06-22,Returning,6,0,1656,DEV002189,886.97
C002190,IT,2023-04-29,Occasional,2,0,1173,DEV002190,122.4
C002191,DE,2019-09-06,Returning,21,1,2437,DEV002191,913.2
C002192,US,2024-02-08,Occasional,3,0,777,DEV002192,187.33
C002193,IT,2023-03-18,Returning,15,0,1631,DEV002193,1212.19
C002194,ES,2025-11-22,New,0,0,177,DEV002194,0.0
C002195,NL,2022-11-03,Occasional,6,0,1515,DEV002195,241.61
C002196,IT,2021-12-07,Returning,7,0,1745,DEV002196,809.2
C002197,IT,2023-10-02,Returning,17,0,1394,DEV002197,1187.99
C002198,CA,2024-06-19,Returning,8,0,906,DEV002198,1158.58
C002199,DE,2019-12-27,Returning,13,0,2543,DEV002199,1740.7
C002200,US,2023-05-04,Returning,16,0,1595,DEV002200,733.59
C002201,NL,2025-09-20,Occasional,5,0,368,DEV002201,681.3
C002202,CA,2025-03-22,Occasional,4,0,915,DEV002202,170.44
C002203,GB,2025-06-18,New,1,0,730,DEV002203,76.25
C002204,IE,2025-03-11,New,1,0,569,DEV002204,64.53
C002205,AU,2023-04-01,Returning,7,0,1123,DEV002205,122.87
C002206,US,2022-02-11,Occasional,6,0,1523,DEV002206,187.97
C002207,AU,2024-08-10,Occasional,1,0,1218,DEV002207,140.44
C002208,NL,2023-10-13,Returning,6,0,1272,DEV002208,942.13
C002209,CA,2020-07-29,Returning,22,0,2544,DEV002209,2919.47
C002210,NL,2025-08-03,New,2,0,532,DEV002210,63.36
C002211,FR,2024-04-09,Returning,14,0,1105,DEV002211,1237.46
C002212,GB,2019-10-27,Returning,5,0,2888,DEV002212,583.65
C002213,ES,2024-10-27,Returning,21,0,1132,DEV002213,1698.38
C002214,GB,2024-11-18,Occasional,1,0,1030,DEV002214,68.97
C002215,US,2024-11-21,Occasional,5,0,1029,DEV002215,286.84
C002216,US,2022-04-06,Returning,23,0,2028,DEV002216,1502.26
C002217,IT,2024-08-01,Occasional,6,0,786,DEV002217,692.83
C002218,US,2019-01-09,Loyal,54,0,2660,DEV002218,4239.37
C002219,DE,2025-04-06,New,1,0,554,DEV002219,25.89
C002220,GB,2025-06-28,New,2,0,406,DEV002220,329.87
C002221,DE,2023-04-13,Occasional,4,0,1133,DEV002221,620.65
C002222,FR,2025-06-08,Occasional,6,0,701,DEV002222,156.74
C002223,ES,2025-12-09,New,0,0,567,DEV002223,0.0
C002224,DE,2020-05-19,Returning,16,0,2290,DEV002224,1662.91
C002225,IT,2024-10-08,Occasional,6,0,585,DEV002225,705.15
C002226,IE,2022-05-17,Occasional,5,0,1657,DEV002226,792.02
C002227,IT,2022-09-15,Loyal,28,0,1549,DEV002227,3699.17
C002228,US,2019-07-04,Returning,21,0,2387,DEV002228,513.18
C002229,ES,2019-06-10,Returning,12,0,2437,DEV002229,641.36
C002230,AU,2024-01-28,Occasional,2,0,1104,DEV002230,207.9
C002231,GB,2025-10-04,New,1,0,721,DEV002231,82.67
C002232,AU,2025-08-23,New,1,0,130,DEV002232,123.57
C002233,NL,2023-03-13,Occasional,4,0,1489,DEV002233,114.05
C002234,US,2025-05-25,New,1,0,871,DEV002234,46.09
C002235,ES,2020-07-04,Loyal,49,0,2571,DEV002235,8166.5
C002236,GB,2020-09-02,Returning,11,0,2514,DEV002236,793.29
C002237,CA,2022-07-19,Loyal,62,0,1385,DEV002237,5370.65
C002238,FR,2025-10-18,New,1,0,406,DEV002238,109.08
C002239,GB,2025-04-16,Occasional,4,0,576,DEV002239,194.98
C002240,AU,2024-06-29,Occasional,2,0,1205,DEV002240,51.48
C002241,CA,2025-11-09,New,2,0,187,DEV002241,233.19
C002242,IE,2022-06-24,Occasional,2,0,1374,DEV002242,80.77
C002243,US,2022-02-07,Returning,17,0,1910,DEV002243,356.74
C002244,US,2022-07-30,Returning,12,0,1783,DEV002244,350.8
C002245,GB,2020-10-31,Returning,23,0,2230,DEV002245,1710.73
C002246,IE,2025-03-21,Occasional,2,0,315,DEV002246,65.49
C002247,US,2024-11-02,Occasional,4,0,1133,DEV002247,282.29
C002248,CA,2025-12-25,New,0,0,577,DEV002248,0.0
C002249,DE,2025-03-05,New,0,0,582,DEV002249,0.0
C002250,FR,2025-02-13,Occasional,6,0,427,DEV002250,527.23
C002251,AU,2017-11-16,Loyal,47,0,3504,DEV002251,4162.76
C002252,US,2022-07-06,Occasional,4,0,1276,DEV002252,273.35
C002253,GB,2025-07-09,Occasional,1,0,430,DEV002253,80.93
C002254,IE,2023-11-09,Loyal,70,0,1189,DEV002254,4381.45
C002255,IT,2019-05-16,Returning,15,0,2871,DEV002255,1207.39
