dispute_id,payment_id,dispute_date,dispute_reason,disputed_amount,dispute_fee,dispute_status,resolution_date,recovered_amount,net_dispute_loss
D000279,P0038128,2025-08-22,Product Not Received,476.9,15.0,Lost,2025-09-18,0.0,491.9
D000280,P0008629,2025-08-10,Product Unacceptable,35.69,15.0,Pending,,0.0,50.69
D000281,P0015961,2025-07-30,Product Unacceptable,315.94,15.0,Lost,2025-09-09,0.0,330.94
D000282,P0000462,2025-08-25,Product Not Received,108.9,15.0,Pending,,0.0,123.9
D000283,P0008886,2025-09-10,Product Unacceptable,27.88,15.0,Pending,,0.0,42.88
D000284,P0008094,2025-08-04,Product Unacceptable,158.52,15.0,Won,2025-09-07,158.52,15.0
D000285,P0017722,2025-09-03,Product Unacceptable,47.65,15.0,Lost,2025-09-27,0.0,62.65
D000286,P0008649,2025-07-14,Product Not Received,171.17,15.0,Lost,2025-08-24,0.0,186.17
D000287,P0021293,2025-08-23,Duplicate Payment,11.65,15.0,Lost,2025-09-19,0.0,26.65
D000288,P0010361,2025-08-26,Duplicate Payment,50.71,15.0,Pending,,0.0,65.71
D000289,P0026703,2025-09-02,Product Not Received,431.6,15.0,Lost,2025-09-24,0.0,446.6
D000290,P0004378,2025-08-20,Product Not Received,399.14,15.0,Lost,2025-09-21,0.0,414.14
D000291,P0013719,2025-08-25,Product Unacceptable,74.34,15.0,Lost,2025-10-09,0.0,89.34
D000292,P0037796,2025-08-15,Product Not Received,536.54,15.0,Pending,,0.0,551.54
D000293,P0004879,2025-07-16,Product Unacceptable,84.76,15.0,Lost,2025-07-31,0.0,99.76
D000294,P0013662,2025-08-23,Fraudulent,18.07,15.0,Lost,2025-09-21,0.0,33.07
D000295,P0048653,2025-07-16,Processing Error,79.19,15.0,Won,2025-07-24,79.19,15.0
D000296,P0008381,2025-09-07,Duplicate Payment,17.73,15.0,Pending,,0.0,32.73
D000297,P0004492,2025-09-14,Processing Error,28.67,15.0,Pending,,0.0,43.67
D000298,P0046661,2025-09-08,Product Not Received,225.77,15.0,Lost,2025-09-17,0.0,240.77
D000299,P0029384,2025-09-05,Processing Error,54.16,15.0,Lost,2025-10-14,0.0,69.16
D000300,P0048483,2025-09-02,Product Unacceptable,27.13,15.0,Lost,2025-10-02,0.0,42.13
D000301,P0031406,2025-08-20,Processing Error,47.85,15.0,Lost,2025-09-18,0.0,62.85
D000302,P0030371,2025-08-28,Product Unacceptable,202.48,15.0,Pending,,0.0,217.48
D000303,P0036839,2025-07-28,Product Unacceptable,43.65,15.0,Won,2025-08-09,43.65,15.0
D000304,P0044814,2025-07-24,Processing Error,126.19,15.0,Lost,2025-08-20,0.0,141.19
D000305,P0017472,2025-09-07,Product Not Received,25.9,15.0,Lost,2025-09-18,0.0,40.9
D000306,P0008897,2025-08-03,Subscription Cancelled,37.89,15.0,Lost,2025-08-22,0.0,52.89
D000307,P0040079,2025-09-18,Subscription Cancelled,61.23,15.0,Lost,2025-10-07,0.0,76.23
D000308,P0029058,2025-09-10,Processing Error,474.2,15.0,Lost,2025-10-05,0.0,489.2
D000309,P0039881,2025-08-26,Fraudulent,753.45,15.0,Won,2025-09-10,753.45,15.0
D000310,P0033668,2025-09-11,Duplicate Payment,70.44,15.0,Won,2025-09-20,70.44,15.0
D000311,P0013578,2025-08-18,Product Not Received,41.0,15.0,Lost,2025-09-24,0.0,56.0
D000312,P0041678,2025-08-29,Product Not Received,66.7,15.0,Pending,,0.0,81.7
D000313,P0022330,2025-07-31,Duplicate Payment,1190.26,15.0,Won,2025-09-14,1190.26,15.0
D000314,P0001261,2025-08-09,Subscription Cancelled,99.57,15.0,Won,2025-08-28,99.57,15.0
D000315,P0002029,2025-08-16,Product Not Received,704.07,15.0,Lost,2025-09-02,0.0,719.07
D000316,P0023235,2025-08-20,Processing Error,263.12,15.0,Lost,2025-09-06,0.0,278.12
D000317,P0046556,2025-09-12,Product Not Received,380.3,15.0,Won,2025-09-19,380.3,15.0
D000318,P0021006,2025-09-22,Product Not Received,1388.64,15.0,Lost,2025-11-02,0.0,1403.64
D000319,P0047571,2025-09-04,Duplicate Payment,102.21,15.0,Lost,2025-10-15,0.0,117.21
D000320,P0015643,2025-09-03,Fraudulent,153.36,15.0,Won,2025-09-12,153.36,15.0
D000321,P0029376,2025-09-24,Product Unacceptable,341.69,15.0,Pending,,0.0,356.69
D000322,P0021384,2025-08-14,Product Unacceptable,20.83,15.0,Lost,2025-08-24,0.0,35.83
D000323,P0043841,2025-07-30,Product Not Received,48.37,15.0,Lost,2025-08-29,0.0,63.37
D000324,P0016324,2025-09-15,Product Not Received,53.52,15.0,Lost,2025-10-21,0.0,68.52
D000325,P0033572,2025-09-20,Duplicate Payment,7.2,15.0,Lost,2025-10-28,0.0,22.2
D000326,P0015678,2025-09-06,Product Unacceptable,26.03,15.0,Pending,,0.0,41.03
D000327,P0001423,2025-09-15,Product Not Received,542.58,15.0,Lost,2025-10-11,0.0,557.58
D000328,P0008135,2025-08-15,Product Unacceptable,29.56,15.0,Won,2025-09-26,29.56,15.0
D000329,P0002213,2025-09-27,Product Unacceptable,19.43,15.0,Won,2025-10-16,19.43,15.0
D000330,P0047133,2025-09-05,Product Unacceptable,62.94,15.0,Won,2025-10-20,62.94,15.0
D000331,P0011560,2025-08-04,Subscription Cancelled,42.27,15.0,Lost,2025-08-14,0.0,57.27
D000332,P0031504,2025-09-02,Processing Error,19.02,15.0,Lost,2025-10-06,0.0,34.02
D000333,P0010663,2025-08-22,Product Not Received,528.79,15.0,Lost,2025-09-04,0.0,543.79
D000334,P0036859,2025-08-22,Processing Error,48.21,15.0,Pending,,0.0,63.21
D000335,P0044744,2025-09-16,Fraudulent,19.15,15.0,Lost,2025-10-01,0.0,34.15
D000336,P0043058,2025-08-26,Processing Error,17.55,15.0,Lost,2025-09-23,0.0,32.55
D000337,P0036880,2025-09-02,Product Unacceptable,29.83,15.0,Won,2025-09-12,29.83,15.0
D000338,P0024758,2025-08-21,Fraudulent,97.07,15.0,Lost,2025-10-02,0.0,112.07
D000339,P0017405,2025-08-06,Product Not Received,512.18,15.0,Lost,2025-09-14,0.0,527.18
D000340,P0042621,2025-08-16,Product Not Received,11.19,15.0,Lost,2025-08-28,0.0,26.19
D000341,P0038982,2025-09-23,Product Not Received,37.19,15.0,Lost,2025-10-02,0.0,52.19
D000342,P0008754,2025-08-20,Product Not Received,18.17,15.0,Won,2025-09-30,18.17,15.0
D000343,P0015613,2025-09-16,Processing Error,314.92,15.0,Won,2025-10-25,314.92,15.0
D000344,P0004309,2025-10-03,Product Unacceptable,18.7,15.0,Lost,2025-10-16,0.0,33.7
D000345,P0042189,2025-10-02,Product Not Received,772.54,15.0,Lost,2025-11-12,0.0,787.54
D000346,P0019150,2025-09-04,Duplicate Payment,67.31,15.0,Pending,,0.0,82.31
D000347,P0034836,2025-08-25,Product Not Received,1033.32,15.0,Pending,,0.0,1048.32
D000348,P0014284,2025-09-03,Processing Error,481.46,15.0,Won,2025-09-12,481.46,15.0
D000349,P0003266,2025-09-26,Subscription Cancelled,98.52,15.0,Lost,2025-10-20,0.0,113.52
D000350,P0014108,2025-08-08,Duplicate Payment,27.84,15.0,Pending,,0.0,42.84
D000351,P0040446,2025-08-12,Product Unacceptable,12.03,15.0,Pending,,0.0,27.03
D000352,P0006848,2025-09-28,Product Not Received,178.94,15.0,Won,2025-10-07,178.94,15.0
D000353,P0014285,2025-09-11,Product Unacceptable,84.6,15.0,Lost,2025-10-26,0.0,99.6
D000354,P0000611,2025-08-22,Fraudulent,43.29,15.0,Won,2025-09-24,43.29,15.0
D000355,P0030657,2025-08-27,Product Unacceptable,80.06,15.0,Lost,2025-09-11,0.0,95.06
D000356,P0027386,2025-09-01,Fraudulent,8.69,15.0,Lost,2025-09-24,0.0,23.69
D000357,P0013514,2025-09-17,Processing Error,35.72,15.0,Lost,2025-09-28,0.0,50.72
D000358,P0028892,2025-08-26,Product Not Received,72.44,15.0,Lost,2025-09-05,0.0,87.44
D000359,P0030567,2025-08-11,Subscription Cancelled,38.96,15.0,Lost,2025-08-31,0.0,53.96
D000360,P0009258,2025-09-10,Subscription Cancelled,23.39,15.0,Won,2025-10-15,23.39,15.0
D000361,P0045375,2025-08-27,Product Not Received,20.19,15.0,Lost,2025-09-13,0.0,35.19
D000362,P0002111,2025-08-18,Fraudulent,166.17,15.0,Pending,,0.0,181.17
D000363,P0016769,2025-09-26,Product Not Received,302.16,15.0,Won,2025-10-24,302.16,15.0
D000364,P0048265,2025-08-28,Product Unacceptable,474.25,15.0,Lost,2025-09-08,0.0,489.25
D000365,P0040356,2025-09-18,Product Unacceptable,57.47,15.0,Lost,2025-10-06,0.0,72.47
D000366,P0029614,2025-09-07,Fraudulent,91.05,15.0,Lost,2025-10-04,0.0,106.05
D000367,P0020445,2025-09-24,Fraudulent,16.5,15.0,Pending,,0.0,31.5
D000368,P0037291,2025-09-22,Product Not Received,197.92,15.0,Lost,2025-10-13,0.0,212.92
D000369,P0040071,2025-09-27,Product Unacceptable,206.24,15.0,Lost,2025-10-27,0.0,221.24
D000370,P0005718,2025-09-23,Product Unacceptable,109.26,15.0,Lost,2025-10-12,0.0,124.26
D000371,P0045682,2025-08-21,Product Not Received,16.15,15.0,Won,2025-09-28,16.15,15.0
D000372,P0017161,2025-10-09,Processing Error,1477.53,15.0,Lost,2025-11-10,0.0,1492.53
D000373,P0049871,2025-09-08,Product Not Received,24.25,15.0,Lost,2025-10-10,0.0,39.25
D000374,P0046752,2025-09-15,Product Unacceptable,9.31,15.0,Lost,2025-10-27,0.0,24.31
D000375,P0026633,2025-09-11,Processing Error,480.21,15.0,Lost,2025-10-17,0.0,495.21
D000376,P0025859,2025-09-17,Fraudulent,13.19,15.0,Pending,,0.0,28.19
D000377,P0023406,2025-09-22,Subscription Cancelled,119.54,15.0,Won,2025-10-07,119.54,15.0
D000378,P0017062,2025-08-21,Duplicate Payment,77.21,15.0,Won,2025-09-20,77.21,15.0
D000379,P0007063,2025-10-02,Product Unacceptable,55.92,15.0,Won,2025-11-15,55.92,15.0
D000380,P0005765,2025-08-23,Product Unacceptable,26.74,15.0,Lost,2025-09-16,0.0,41.74
D000381,P0039070,2025-08-24,Product Not Received,39.57,15.0,Pending,,0.0,54.57
D000382,P0037225,2025-10-06,Subscription Cancelled,32.6,15.0,Lost,2025-10-21,0.0,47.6
D000383,P0049946,2025-08-21,Processing Error,222.34,15.0,Won,2025-09-18,222.34,15.0
D000384,P0031261,2025-09-20,Product Not Received,751.22,15.0,Won,2025-11-03,751.22,15.0
D000385,P0035272,2025-09-16,Processing Error,396.11,15.0,Won,2025-10-13,396.11,15.0
D000386,P0044716,2025-09-14,Subscription Cancelled,26.29,15.0,Lost,2025-09-27,0.0,41.29
D000387,P0016908,2025-10-16,Product Not Received,1027.81,15.0,Lost,2025-11-03,0.0,1042.81
D000388,P0000471,2025-10-05,Product Unacceptable,1021.38,15.0,Pending,,0.0,1036.38
D000389,P0010634,2025-10-21,Product Not Received,406.28,15.0,Won,2025-12-02,406.28,15.0
D000390,P0038318,2025-08-26,Processing Error,18.16,15.0,Pending,,0.0,33.16
D000391,P0026060,2025-09-20,Duplicate Payment,13.12,15.0,Lost,2025-10-07,0.0,28.12
D000392,P0046155,2025-08-28,Duplicate Payment,638.83,15.0,Pending,,0.0,653.83
D000393,P0037693,2025-09-19,Product Not Received,326.03,15.0,Pending,,0.0,341.03
D000394,P0014172,2025-10-07,Product Not Received,38.91,15.0,Pending,,0.0,53.91
D000395,P0042842,2025-10-11,Processing Error,457.62,15.0,Lost,2025-10-20,0.0,472.62
D000396,P0001328,2025-08-30,Subscription Cancelled,34.98,15.0,Won,2025-10-02,34.98,15.0
D000397,P0002675,2025-08-31,Product Not Received,57.66,15.0,Won,2025-09-13,57.66,15.0
D000398,P0011503,2025-10-13,Processing Error,631.81,15.0,Lost,2025-10-21,0.0,646.81
D000399,P0037179,2025-10-22,Product Unacceptable,57.48,15.0,Pending,,0.0,72.48
D000400,P0007713,2025-09-04,Duplicate Payment,31.24,15.0,Won,2025-09-20,31.24,15.0
D000401,P0012812,2025-10-13,Processing Error,289.12,15.0,Pending,,0.0,304.12
D000402,P0035840,2025-09-23,Product Unacceptable,72.96,15.0,Lost,2025-10-02,0.0,87.96
D000403,P0020574,2025-09-01,Product Unacceptable,724.69,15.0,Won,2025-09-24,724.69,15.0
D000404,P0027057,2025-10-16,Product Not Received,27.07,15.0,Won,2025-10-23,27.07,15.0
D000405,P0047003,2025-09-22,Product Unacceptable,37.55,15.0,Won,2025-11-01,37.55,15.0
D000406,P0003515,2025-09-26,Product Unacceptable,575.64,15.0,Won,2025-10-15,575.64,15.0
D000407,P0048841,2025-08-31,Subscription Cancelled,168.17,15.0,Lost,2025-09-20,0.0,183.17
D000408,P0011223,2025-10-02,Product Unacceptable,55.92,15.0,Won,2025-10-25,55.92,15.0
D000409,P0039531,2025-09-16,Duplicate Payment,413.07,15.0,Lost,2025-10-26,0.0,428.07
D000410,P0031009,2025-09-23,Product Not Received,405.05,15.0,Lost,2025-10-16,0.0,420.05
D000411,P0043728,2025-09-29,Subscription Cancelled,31.17,15.0,Pending,,0.0,46.17
D000412,P0004795,2025-09-21,Product Not Received,647.88,15.0,Lost,2025-10-22,0.0,662.88
D000413,P0027286,2025-09-18,Product Not Received,49.04,15.0,Lost,2025-10-24,0.0,64.04
D000414,P0002700,2025-10-08,Product Not Received,863.11,15.0,Pending,,0.0,878.11
D000415,P0021886,2025-10-27,Subscription Cancelled,41.5,15.0,Lost,2025-12-08,0.0,56.5
D000416,P0029832,2025-10-17,Product Not Received,69.44,15.0,Won,2025-11-03,69.44,15.0
D000417,P0047947,2025-09-11,Product Not Received,41.31,15.0,Pending,,0.0,56.31
D000418,P0023878,2025-09-21,Product Not Received,167.32,15.0,Won,2025-10-18,167.32,15.0
D000419,P0035247,2025-09-17,Product Not Received,38.5,15.0,Won,2025-10-13,38.5,15.0
D000420,P0020912,2025-09-13,Product Unacceptable,20.85,15.0,Lost,2025-10-18,0.0,35.85
D000421,P0007942,2025-10-12,Duplicate Payment,16.26,15.0,Lost,2025-10-22,0.0,31.26
D000422,P0049455,2025-10-06,Product Unacceptable,526.31,15.0,Lost,2025-11-15,0.0,541.31
D000423,P0003094,2025-10-20,Processing Error,102.4,15.0,Won,2025-11-12,102.4,15.0
D000424,P0039729,2025-10-06,Subscription Cancelled,94.57,15.0,Lost,2025-10-24,0.0,109.57
D000425,P0043102,2025-10-24,Subscription Cancelled,20.54,15.0,Lost,2025-11-03,0.0,35.54
D000426,P0020066,2025-11-03,Processing Error,75.13,15.0,Lost,2025-11-23,0.0,90.13
D000427,P0005738,2025-10-29,Product Not Received,64.94,15.0,Lost,2025-11-08,0.0,79.94
D000428,P0045383,2025-09-28,Processing Error,20.32,15.0,Won,2025-11-07,20.32,15.0
D000429,P0020796,2025-09-30,Processing Error,34.57,15.0,Lost,2025-10-24,0.0,49.57
D000430,P0043685,2025-10-28,Fraudulent,11.09,15.0,Won,2025-11-16,11.09,15.0
D000431,P0039203,2025-10-17,Product Not Received,79.64,15.0,Lost,2025-11-02,0.0,94.64
D000432,P0009374,2025-09-30,Duplicate Payment,61.98,15.0,Lost,2025-10-20,0.0,76.98
D000433,P0048788,2025-09-16,Subscription Cancelled,94.75,15.0,Lost,2025-10-01,0.0,109.75
D000434,P0021652,2025-10-15,Product Not Received,96.95,15.0,Pending,,0.0,111.95
D000435,P0047375,2025-09-29,Duplicate Payment,138.37,15.0,Won,2025-10-25,138.37,15.0
D000436,P0000483,2025-10-11,Duplicate Payment,57.81,15.0,Lost,2025-10-18,0.0,72.81
D000437,P0011271,2025-10-19,Fraudulent,39.87,15.0,Lost,2025-11-23,0.0,54.87
D000438,P0027341,2025-10-21,Product Not Received,38.86,15.0,Lost,2025-11-13,0.0,53.86
D000439,P0024332,2025-10-13,Fraudulent,250.29,15.0,Won,2025-10-27,250.29,15.0
D000440,P0036514,2025-11-07,Processing Error,146.19,15.0,Won,2025-11-30,146.19,15.0
D000441,P0000572,2025-10-02,Processing Error,51.91,15.0,Lost,2025-10-29,0.0,66.91
D000442,P0014490,2025-09-20,Fraudulent,26.64,15.0,Lost,2025-10-21,0.0,41.64
D000443,P0036593,2025-11-05,Subscription Cancelled,21.02,15.0,Lost,2025-12-01,0.0,36.02
D000444,P0022701,2025-10-11,Product Not Received,9.97,15.0,Pending,,0.0,24.97
D000445,P0016986,2025-09-30,Product Not Received,34.04,15.0,Won,2025-10-31,34.04,15.0
D000446,P0009296,2025-09-17,Product Not Received,323.15,15.0,Pending,,0.0,338.15
D000447,P0016466,2025-10-03,Processing Error,76.69,15.0,Won,2025-10-30,76.69,15.0
D000448,P0028748,2025-10-18,Fraudulent,29.46,15.0,Lost,2025-11-06,0.0,44.46
D000449,P0024602,2025-09-20,Processing Error,128.48,15.0,Lost,2025-10-09,0.0,143.48
D000450,P0043414,2025-10-24,Subscription Cancelled,18.98,15.0,Lost,2025-11-29,0.0,33.98
D000451,P0044463,2025-11-13,Fraudulent,17.65,15.0,Won,2025-12-02,17.65,15.0
D000452,P0038537,2025-10-23,Fraudulent,584.36,15.0,Lost,2025-11-05,0.0,599.36
D000453,P0048261,2025-10-17,Product Not Received,51.86,15.0,Won,2025-11-04,51.86,15.0
D000454,P0024537,2025-11-12,Product Not Received,23.71,15.0,Won,2025-11-20,23.71,15.0
D000455,P0010357,2025-09-23,Product Unacceptable,16.33,15.0,Won,2025-10-13,16.33,15.0
D000456,P0034770,2025-11-16,Fraudulent,30.8,15.0,Lost,2025-12-09,0.0,45.8
D000457,P0011012,2025-11-06,Subscription Cancelled,56.26,15.0,Lost,2025-11-25,0.0,71.26
D000458,P0007814,2025-10-11,Processing Error,21.23,15.0,Won,2025-10-18,21.23,15.0
D000459,P0014118,2025-11-20,Product Not Received,136.36,15.0,Lost,2025-11-27,0.0,151.36
D000460,P0042899,2025-09-30,Subscription Cancelled,150.23,15.0,Won,2025-11-01,150.23,15.0
D000461,P0002977,2025-10-21,Subscription Cancelled,15.39,15.0,Lost,2025-11-09,0.0,30.39
D000462,P0016842,2025-10-02,Processing Error,15.41,15.0,Lost,2025-11-11,0.0,30.41
D000463,P0028565,2025-11-06,Product Not Received,215.26,15.0,Lost,2025-11-21,0.0,230.26
D000464,P0043790,2025-11-15,Product Unacceptable,38.3,15.0,Pending,,0.0,53.3
D000465,P0015781,2025-10-24,Duplicate Payment,22.18,15.0,Lost,2025-11-18,0.0,37.18
D000466,P0031238,2025-10-24,Subscription Cancelled,382.15,15.0,Pending,,0.0,397.15
D000467,P0012512,2025-11-06,Product Not Received,24.07,15.0,Lost,2025-12-05,0.0,39.07
D000468,P0015257,2025-10-08,Product Not Received,996.47,15.0,Lost,2025-11-11,0.0,1011.47
D000469,P0019400,2025-10-29,Product Not Received,43.78,15.0,Lost,2025-12-04,0.0,58.78
D000470,P0015816,2025-11-01,Product Unacceptable,27.8,15.0,Won,2025-11-14,27.8,15.0
D000471,P0003207,2025-11-05,Duplicate Payment,27.53,15.0,Lost,2025-11-25,0.0,42.53
D000472,P0035750,2025-10-20,Duplicate Payment,94.47,15.0,Pending,,0.0,109.47
D000473,P0039412,2025-10-04,Processing Error,42.83,15.0,Won,2025-10-12,42.83,15.0
D000474,P0047321,2025-10-23,Product Unacceptable,160.91,15.0,Lost,2025-11-10,0.0,175.91
D000475,P0004509,2025-10-30,Fraudulent,58.96,15.0,Lost,2025-11-07,0.0,73.96
D000476,P0047867,2025-11-16,Subscription Cancelled,12.89,15.0,Lost,2025-12-20,0.0,27.89
D000477,P0027557,2025-11-03,Product Not Received,21.23,15.0,Lost,2025-12-07,0.0,36.23
D000478,P0026542,2025-11-08,Duplicate Payment,21.37,15.0,Won,2025-11-26,21.37,15.0
D000479,P0032552,2025-11-08,Fraudulent,51.83,15.0,Lost,2025-12-14,0.0,66.83
D000480,P0027912,2025-11-23,Product Not Received,125.98,15.0,Lost,2025-12-21,0.0,140.98
D000481,P0048893,2025-10-29,Product Not Received,1116.55,15.0,Lost,2025-11-22,0.0,1131.55
D000482,P0022550,2025-11-25,Processing Error,54.67,15.0,Lost,2025-12-15,0.0,69.67
D000483,P0002033,2025-10-08,Product Unacceptable,13.83,15.0,Lost,2025-11-08,0.0,28.83
D000484,P0001515,2025-10-28,Processing Error,98.48,15.0,Lost,2025-11-13,0.0,113.48
D000485,P0029482,2025-11-16,Subscription Cancelled,67.76,15.0,Won,2025-12-28,67.76,15.0
D000486,P0045774,2025-10-06,Processing Error,28.37,15.0,Lost,2025-10-21,0.0,43.37
D000487,P0031610,2025-10-20,Fraudulent,21.78,15.0,Lost,2025-11-06,0.0,36.78
D000488,P0038418,2025-11-21,Fraudulent,33.02,15.0,Lost,2025-12-24,0.0,48.02
D000489,P0014975,2025-11-21,Processing Error,25.79,15.0,Won,2025-12-10,25.79,15.0
D000490,P0004224,2025-11-15,Processing Error,412.62,15.0,Won,2025-11-22,412.62,15.0
D000491,P0024695,2025-11-27,Fraudulent,740.04,15.0,Lost,2026-01-11,0.0,755.04
D000492,P0032286,2025-12-03,Fraudulent,24.79,15.0,Won,2025-12-20,24.79,15.0
D000493,P0003588,2025-10-15,Fraudulent,135.99,15.0,Pending,,0.0,150.99
D000494,P0040253,2025-11-13,Fraudulent,44.75,15.0,Pending,,0.0,59.75
D000495,P0009618,2025-11-13,Product Not Received,526.95,15.0,Lost,2025-11-22,0.0,541.95
D000496,P0035482,2025-12-03,Duplicate Payment,18.84,15.0,Lost,2025-12-11,0.0,33.84
D000497,P0032428,2025-10-21,Processing Error,331.06,15.0,Lost,2025-11-20,0.0,346.06
D000498,P0024274,2025-10-12,Processing Error,36.67,15.0,Won,2025-11-07,36.67,15.0
D000499,P0034578,2025-10-17,Fraudulent,24.57,15.0,Lost,2025-11-07,0.0,39.57
D000500,P0030406,2025-10-30,Fraudulent,83.54,15.0,Lost,2025-11-11,0.0,98.54
D000501,P0043847,2025-12-07,Processing Error,9.85,15.0,Lost,2026-01-02,0.0,24.85
D000502,P0007114,2025-11-21,Product Not Received,866.38,15.0,Pending,,0.0,881.38
D000503,P0049097,2025-11-27,Subscription Cancelled,23.09,15.0,Pending,,0.0,38.09
D000504,P0009051,2025-12-07,Fraudulent,45.64,15.0,Won,2026-01-04,45.64,15.0
D000505,P0008971,2025-11-23,Fraudulent,28.18,15.0,Lost,2025-12-01,0.0,43.18
D000506,P0048382,2025-11-23,Processing Error,27.11,15.0,Lost,2025-12-14,0.0,42.11
D000507,P0038424,2025-12-05,Fraudulent,14.35,15.0,Pending,,0.0,29.35
D000508,P0000704,2025-11-27,Product Unacceptable,33.21,15.0,Won,2026-01-06,33.21,15.0
D000509,P0015533,2025-11-10,Product Unacceptable,19.15,15.0,Lost,2025-12-17,0.0,34.15
D000510,P0047691,2025-11-13,Subscription Cancelled,65.01,15.0,Lost,2025-12-19,0.0,80.01
D000511,P0041737,2025-11-30,Product Not Received,704.6,15.0,Lost,2026-01-03,0.0,719.6
D000512,P0042460,2025-11-18,Product Not Received,29.6,15.0,Won,2025-12-27,29.6,15.0
D000513,P0013201,2025-11-18,Fraudulent,37.71,15.0,Pending,,0.0,52.71
D000514,P0041948,2025-12-01,Fraudulent,74.92,15.0,Lost,2025-12-28,0.0,89.92
D000515,P0045835,2025-11-26,Product Not Received,50.13,15.0,Lost,2025-12-25,0.0,65.13
D000516,P0014461,2025-11-19,Fraudulent,39.93,15.0,Won,2025-12-08,39.93,15.0
D000517,P0003650,2025-10-20,Subscription Cancelled,32.82,15.0,Lost,2025-11-21,0.0,47.82
D000518,P0029780,2025-10-18,Fraudulent,18.32,15.0,Pending,,0.0,33.32
D000519,P0019118,2025-11-28,Product Not Received,23.87,15.0,Won,2025-12-23,23.87,15.0
D000520,P0042015,2025-11-25,Processing Error,98.61,15.0,Pending,,0.0,113.61
D000521,P0011155,2025-11-17,Fraudulent,9.43,15.0,Lost,2025-12-20,0.0,24.43
D000522,P0046942,2025-11-21,Processing Error,190.33,15.0,Pending,,0.0,205.33
D000523,P0005612,2025-11-27,Fraudulent,10.56,15.0,Lost,2025-12-10,0.0,25.56
D000524,P0031875,2025-11-26,Fraudulent,67.26,15.0,Lost,2025-12-27,0.0,82.26
D000525,P0006613,2025-12-11,Product Unacceptable,41.37,15.0,Lost,2026-01-22,0.0,56.37
D000526,P0003215,2025-12-01,Product Not Received,26.92,15.0,Lost,2025-12-14,0.0,41.92
D000527,P0032293,2025-11-05,Processing Error,77.72,15.0,Lost,2025-12-01,0.0,92.72
D000528,P0033192,2025-11-18,Subscription Cancelled,24.68,15.0,Lost,2025-12-18,0.0,39.68
D000529,P0036469,2025-11-17,Fraudulent,38.14,15.0,Won,2025-12-21,38.14,15.0
D000530,P0001453,2025-12-04,Subscription Cancelled,21.75,15.0,Pending,,0.0,36.75
D000531,P0045012,2025-11-24,Subscription Cancelled,24.2,15.0,Lost,2025-12-05,0.0,39.2
D000532,P0048268,2025-11-12,Fraudulent,40.5,15.0,Pending,,0.0,55.5
D000533,P0038564,2025-11-01,Product Not Received,18.49,15.0,Lost,2025-12-13,0.0,33.49
D000534,P0008696,2025-10-31,Subscription Cancelled,20.59,15.0,Lost,2025-12-07,0.0,35.59
D000535,P0011849,2025-10-28,Product Unacceptable,28.38,15.0,Won,2025-12-06,28.38,15.0
D000536,P0014990,2025-12-15,Processing Error,135.79,15.0,Lost,2026-01-14,0.0,150.79
D000537,P0041334,2025-11-30,Fraudulent,329.41,15.0,Lost,2025-12-16,0.0,344.41
D000538,P0000679,2025-10-31,Product Not Received,74.36,15.0,Pending,,0.0,89.36
D000539,P0036455,2025-12-14,Processing Error,92.09,15.0,Lost,2026-01-27,0.0,107.09
D000540,P0031695,2025-12-07,Subscription Cancelled,89.58,15.0,Lost,2025-12-18,0.0,104.58
D000541,P0037659,2025-11-19,Product Not Received,508.74,15.0,Lost,2025-12-26,0.0,523.74
D000542,P0046473,2025-12-04,Product Unacceptable,68.43,15.0,Lost,2025-12-19,0.0,83.43
D000543,P0015774,2025-11-24,Duplicate Payment,11.27,15.0,Won,2026-01-01,11.27,15.0
D000544,P0037464,2025-10-30,Product Not Received,748.17,15.0,Lost,2025-11-10,0.0,763.17
D000545,P0036899,2025-11-23,Fraudulent,69.91,15.0,Lost,2025-12-26,0.0,84.91
D000546,P0013107,2025-11-24,Product Unacceptable,132.58,15.0,Lost,2025-12-28,0.0,147.58
D000547,P0018589,2025-12-03,Processing Error,44.21,15.0,Lost,2025-12-21,0.0,59.21
D000548,P0029412,2025-11-06,Subscription Cancelled,12.04,15.0,Pending,,0.0,27.04
D000549,P0032112,2025-12-08,Product Unacceptable,34.71,15.0,Lost,2025-12-19,0.0,49.71
D000550,P0006305,2025-12-12,Product Not Received,604.84,15.0,Lost,2025-12-26,0.0,619.84
D000551,P0018797,2025-12-26,Processing Error,52.31,15.0,Lost,2026-01-18,0.0,67.31
D000552,P0016294,2025-11-03,Fraudulent,763.67,15.0,Lost,2025-11-17,0.0,778.67
D000553,P0027529,2025-12-06,Duplicate Payment,52.12,15.0,Won,2026-01-15,52.12,15.0
D000554,P0023986,2025-12-09,Subscription Cancelled,50.83,15.0,Lost,2026-01-07,0.0,65.83
D000555,P0014417,2025-11-29,Subscription Cancelled,37.86,15.0,Lost,2025-12-23,0.0,52.86
D000556,P0026259,2025-12-03,Product Not Received,182.31,15.0,Won,2025-12-19,182.31,15.0
D000557,P0046192,2025-11-10,Fraudulent,17.01,15.0,Pending,,0.0,32.01
D000558,P0026295,2025-12-16,Product Unacceptable,34.82,15.0,Won,2026-01-30,34.82,15.0
D000559,P0037321,2025-12-14,Processing Error,30.82,15.0,Won,2025-12-25,30.82,15.0
