payment_id,transaction_timestamp,merchant_id,customer_id,amount,currency,processing_fee,payment_method,card_type,card_network,issuer_country,billing_country,ip_country,device_type,device_id,is_new_device,is_new_customer,is_cross_border,country_mismatch_flag,velocity_1h,authentication_used,authentication_result,risk_score,decision,authorisation_status,decline_reason,confirmed_fraud,refund_status
P0000562,2025-01-30 12:13:37,M00001,C005825,53.85,EUR,0.95,Bank Transfer,Not Applicable,Not Applicable,AU,AU,AU,Mobile,DEV005825,0,1,1,0,1,0,Not Attempted,21,Approve,Approved,Not Applicable,0,Not Refunded
P0014841,2025-01-30 12:33:50,M00007,C003117,137.92,EUR,2.13,Card,Debit,Mastercard,ES,ES,ES,Mobile,DEV003117,0,0,1,0,1,1,Successful,33,Approve,Approved,Not Applicable,0,Not Refunded
P0049470,2025-01-30 12:40:12,M00081,C000294,39.71,CAD,0.76,Card,Debit,Visa,IE,IE,IE,Desktop,DEV000294,0,0,1,0,1,1,Successful,21,Approve,Approved,Not Applicable,0,Not Refunded
P0037765,2025-01-30 12:58:56,M00048,C001856,10.35,USD,0.34,Bank Transfer,Not Applicable,Not Applicable,NL,NL,NL,Desktop,DEV001856,0,0,1,0,1,0,Not Attempted,22,Approve,Declined,Insufficient Funds,0,Not Refunded
P0032946,2025-01-30 13:01:04,M00055,C004010,20.43,GBP,0.49,Card,Credit,Amex,DE,DE,IE,Mobile,DEV004010,0,0,1,1,1,1,Successful,34,Approve,Approved,Not Applicable,0,Not Refunded
P0039399,2025-01-30 13:01:57,M00028,C004182,42.66,AUD,0.8,Card,Debit,Visa,FR,FR,FR,Tablet,DEV004182,0,0,1,0,1,0,Not Attempted,25,Approve,Approved,Not Applicable,0,Not Refunded
P0038258,2025-01-30 13:24:09,M00074,C005769,607.34,EUR,8.7,Card,Debit,Visa,GB,DE,DE,Desktop,DEV005769,0,0,1,1,1,1,Successful,64,Review,Approved,Not Applicable,0,Not Refunded
P0032996,2025-01-30 13:32:04,M00036,C004010,257.18,EUR,3.8,Card,Debit,Amex,DE,DE,DE,Mobile,DEV004010,0,0,1,0,2,1,Successful,12,Approve,Approved,Not Applicable,0,Not Refunded
P0011073,2025-01-30 13:51:07,M00081,C001549,29.62,CAD,0.61,Card,Debit,Visa,FR,FR,FR,Mobile,DEV001549,0,0,1,0,1,0,Not Attempted,19,Approve,Approved,Not Applicable,0,Not Refunded
P0033010,2025-01-30 13:52:04,M00081,C004010,28.0,CAD,0.59,Card,Debit,Visa,DE,DE,DE,Mobile,DEV004010,0,0,1,0,3,1,Successful,33,Approve,Approved,Not Applicable,0,Not Refunded
P0038315,2025-01-30 14:02:27,M00081,C007525,19.2,CAD,0.47,Card,Debit,Visa,DE,DE,DE,Desktop,DEV007525,0,0,1,0,1,0,Not Attempted,7,Approve,Approved,Not Applicable,0,Not Refunded
P0027994,2025-01-30 14:24:57,M00086,C009579,63.26,EUR,1.09,Card,Credit,Amex,NL,NL,NL,Desktop,DEV009579,0,0,1,0,1,1,Successful,17,Approve,Approved,Not Applicable,0,Not Refunded
P0005861,2025-01-30 15:09:25,M00090,C007103,87.66,USD,1.43,Card,Credit,Mastercard,DE,DE,DE,Desktop,NEWDEV008392,1,1,1,0,1,1,Successful,44,Approve,Approved,Not Applicable,0,Not Refunded
P0016185,2025-01-30 15:15:22,M00043,C008576,22.98,USD,0.52,Digital Wallet,Debit,Mastercard,US,US,US,Mobile,DEV008576,0,0,0,0,1,0,Not Attempted,24,Approve,Approved,Not Applicable,0,Not Refunded
P0042679,2025-01-30 16:34:28,M00018,C003892,461.44,EUR,6.66,Card,Debit,Visa,DE,DE,DE,Mobile,DEV003892,0,0,1,0,1,0,Not Attempted,8,Approve,Approved,Not Applicable,0,Not Refunded
P0024883,2025-01-30 16:44:11,M00042,C002667,58.08,EUR,1.01,Card,Credit,Amex,IE,IE,IE,Desktop,DEV002667,0,0,1,0,1,1,Successful,31,Approve,Approved,Not Applicable,0,Not Refunded
P0042896,2025-01-30 16:47:28,M00048,C003892,22.8,USD,0.52,Card,Debit,Amex,AU,DE,IT,Desktop,DEV003892,0,0,1,1,2,1,Successful,46,Approve,Approved,Not Applicable,0,Not Refunded
P0000173,2025-01-30 16:52:10,M00009,C003493,233.87,USD,3.47,Card,Debit,Visa,US,US,US,Desktop,DEV003493,0,0,0,0,1,1,Successful,31,Approve,Approved,Not Applicable,0,Not Refunded
P0042748,2025-01-30 17:08:28,M00061,C003892,324.75,USD,4.75,Card,Debit,Mastercard,DE,DE,DE,Mobile,DEV003892,0,0,1,0,3,1,Failed,62,Review,Declined,Authentication Failed,0,Not Refunded
P0018787,2025-01-30 17:41:02,M00037,C000288,29.74,EUR,0.62,Card,Debit,Visa,CA,CA,CA,Desktop,DEV000288,0,0,1,0,1,1,Failed,29,Approve,Approved,Not Applicable,0,Not Refunded
P0017383,2025-01-30 17:55:58,M00049,C002301,976.37,CAD,13.87,Card,Credit,Visa,US,US,US,Desktop,NEWDEV938055,1,1,1,0,1,1,Successful,55,Approve,Approved,Not Applicable,0,Not Refunded
P0016016,2025-01-30 18:06:35,M00087,C002365,50.32,CAD,0.9,Digital Wallet,Debit,Visa,IT,IT,IT,Mobile,DEV002365,0,1,1,0,1,1,Successful,37,Approve,Approved,Not Applicable,0,Not Refunded
P0011411,2025-01-30 18:41:40,M00095,C009230,222.22,GBP,3.31,Card,Debit,Mastercard,DE,DE,DE,Desktop,DEV009230,0,0,1,0,1,0,Not Attempted,28,Approve,Approved,Not Applicable,0,Not Refunded
P0038324,2025-01-30 18:58:57,M00095,C000007,789.85,GBP,11.26,Card,Debit,Mastercard,ES,ES,ES,Mobile,DEV000007,0,0,1,0,1,1,Successful,37,Approve,Approved,Not Applicable,0,Fully Refunded
P0007654,2025-01-30 19:14:41,M00065,C009478,42.16,EUR,0.79,Card,Debit,Mastercard,ES,AU,DE,Mobile,DEV009478,0,0,1,1,1,1,Failed,50,Approve,Approved,Not Applicable,0,Not Refunded
P0008083,2025-01-30 19:38:04,M00079,C001336,49.0,EUR,0.89,Card,Debit,Visa,NL,NL,NL,Desktop,DEV001336,0,0,1,0,1,0,Not Attempted,23,Approve,Approved,Not Applicable,0,Not Refunded
P0022283,2025-01-30 20:21:03,M00052,C006186,65.85,USD,1.12,Card,Debit,Mastercard,DE,DE,DE,Tablet,DEV006186,0,0,1,0,1,1,Successful,36,Approve,Approved,Not Applicable,0,Not Refunded
P0026466,2025-01-30 20:38:27,M00085,C007655,47.32,AUD,0.86,Bank Transfer,Not Applicable,Not Applicable,GB,GB,GB,Desktop,DEV007655,0,0,1,0,1,0,Not Attempted,15,Approve,Approved,Not Applicable,0,Not Refunded
P0019240,2025-01-30 20:38:32,M00095,C008897,678.95,GBP,9.71,Card,Credit,Visa,IT,IT,IT,Mobile,NEWDEV386542,1,1,1,0,1,1,Failed,55,Approve,Approved,Not Applicable,0,Not Refunded
P0017009,2025-01-30 20:59:35,M00092,C008999,92.62,CAD,1.5,Digital Wallet,Debit,Mastercard,FR,FR,FR,Mobile,NEWDEV123311,1,0,1,0,1,1,Successful,29,Approve,Approved,Not Applicable,0,Not Refunded
P0043433,2025-01-30 21:21:14,M00036,C007042,32.77,EUR,0.66,Card,Credit,Mastercard,IT,IT,IT,Mobile,DEV007042,0,0,1,0,1,0,Not Attempted,15,Approve,Declined,Insufficient Funds,0,Not Refunded
P0040805,2025-01-30 21:25:59,M00078,C009472,74.57,AUD,1.24,Digital Wallet,Debit,Mastercard,CA,CA,US,Mobile,NEWDEV804893,1,1,1,1,1,1,Successful,59,Approve,Approved,Not Applicable,0,Not Refunded
P0003883,2025-01-30 21:36:46,M00037,C004269,16.01,EUR,0.42,Digital Wallet,Debit,Visa,ES,ES,ES,Mobile,DEV004269,0,0,0,0,1,1,Successful,16,Approve,Approved,Not Applicable,0,Not Refunded
P0002922,2025-01-30 21:46:29,M00017,C002274,55.07,AUD,0.97,Card,Credit,Visa,NL,NL,NL,Mobile,DEV002274,0,0,1,0,1,1,Successful,33,Approve,Approved,Not Applicable,0,Not Refunded
P0002714,2025-01-30 22:04:09,M00092,C007014,140.19,CAD,2.16,Card,Credit,Mastercard,DE,DE,DE,Desktop,DEV007014,0,0,1,0,1,0,Not Attempted,20,Approve,Approved,Not Applicable,0,Not Refunded
P0007679,2025-01-30 22:48:15,M00081,C007198,34.09,CAD,0.68,Card,Credit,Mastercard,AU,AU,AU,Mobile,DEV007198,0,0,1,0,1,1,Successful,19,Approve,Approved,Not Applicable,0,Not Refunded
P0036562,2025-01-30 22:49:26,M00087,C006438,49.14,CAD,0.89,Card,Credit,Visa,FR,FR,FR,Mobile,DEV006438,0,0,1,0,1,1,Successful,35,Approve,Approved,Not Applicable,0,Not Refunded
P0025484,2025-01-30 23:43:37,M00081,C002996,16.37,CAD,0.43,Card,Debit,Visa,ES,ES,ES,Mobile,DEV002996,0,0,1,0,1,0,Not Attempted,4,Approve,Approved,Not Applicable,0,Not Refunded
P0027283,2025-01-30 23:46:32,M00025,C004154,167.76,EUR,2.55,Card,Debit,Visa,ES,ES,ES,Mobile,DEV004154,0,0,1,0,1,1,Successful,37,Approve,Approved,Not Applicable,0,Not Refunded
P0002572,2025-01-30 23:57:42,M00017,C003711,15.46,AUD,0.42,Bank Transfer,Not Applicable,Not Applicable,US,US,US,Mobile,NEWDEV372921,1,0,1,0,1,0,Not Attempted,50,Approve,Approved,Not Applicable,0,Not Refunded
P0036318,2025-01-31 00:48:54,M00086,C006155,77.91,EUR,1.29,Card,Debit,Visa,FR,FR,FR,Mobile,DEV006155,0,0,1,0,1,0,Not Attempted,10,Approve,Approved,Not Applicable,0,Not Refunded
P0034418,2025-01-31 00:50:27,M00031,C006870,53.71,EUR,0.95,Digital Wallet,Debit,Mastercard,CA,CA,CA,Desktop,DEV006870,0,0,1,0,1,1,Successful,32,Approve,Approved,Not Applicable,0,Not Refunded
P0032311,2025-01-31 01:00:11,M00087,C002664,19.36,CAD,0.47,Card,Debit,Visa,AU,AU,AU,Mobile,DEV002664,0,0,1,0,1,1,Successful,27,Approve,Approved,Not Applicable,0,Not Refunded
P0045968,2025-01-31 02:03:58,M00068,C009851,89.61,GBP,1.45,Card,Debit,Mastercard,IT,IT,IT,Mobile,DEV009851,0,0,1,0,1,1,Successful,23,Approve,Approved,Not Applicable,0,Not Refunded
P0030119,2025-01-31 03:02:31,M00095,C003703,443.1,GBP,6.4,Card,Debit,Visa,GB,GB,GB,Mobile,NEWDEV548714,1,0,0,0,1,1,Successful,41,Approve,Approved,Not Applicable,0,Not Refunded
P0031935,2025-01-31 03:09:11,M00065,C009150,117.73,EUR,1.85,Card,Debit,Visa,IE,IE,IE,Tablet,DEV009150,0,0,1,0,1,0,Not Attempted,24,Approve,Approved,Not Applicable,0,Not Refunded
P0040688,2025-01-31 03:17:54,M00040,C005804,115.18,EUR,1.81,Digital Wallet,Debit,Visa,DE,AU,AU,Mobile,DEV005804,0,0,1,1,1,1,Successful,29,Approve,Approved,Not Applicable,0,Not Refunded
P0017799,2025-01-31 03:21:10,M00048,C007078,31.26,USD,0.64,Card,Credit,Mastercard,NL,NL,NL,Mobile,DEV007078,0,0,1,0,1,1,Successful,31,Approve,Approved,Not Applicable,0,Not Refunded
P0003686,2025-01-31 03:36:26,M00058,C006531,27.36,EUR,0.58,Card,Debit,Mastercard,IT,IT,IT,Mobile,DEV006531,0,0,0,0,1,1,Successful,0,Approve,Approved,Not Applicable,0,Not Refunded
P0005025,2025-01-31 04:01:58,M00091,C004804,99.17,EUR,1.59,Digital Wallet,Debit,Mastercard,GB,GB,GB,Tablet,DEV004804,0,0,1,0,1,1,Successful,37,Approve,Approved,Not Applicable,0,Not Refunded
P0028445,2025-01-31 04:24:07,M00009,C006040,77.92,USD,1.29,Card,Debit,Amex,IE,IE,IE,Mobile,DEV006040,0,0,1,0,1,0,Not Attempted,29,Approve,Declined,Invalid Details,0,Not Refunded
P0016523,2025-01-31 04:55:51,M00060,C000781,219.82,EUR,3.28,Digital Wallet,Credit,Visa,CA,CA,CA,Mobile,DEV000781,0,0,1,0,1,1,Successful,23,Approve,Approved,Not Applicable,0,Not Refunded
P0046704,2025-01-31 05:03:59,M00077,C008992,76.66,EUR,1.27,Card,Credit,Mastercard,AU,AU,AU,Mobile,DEV008992,0,0,1,0,1,1,Successful,5,Approve,Approved,Not Applicable,0,Not Refunded
P0025218,2025-01-31 05:25:03,M00048,C009449,30.93,USD,0.63,Bank Transfer,Not Applicable,Not Applicable,GB,GB,GB,Desktop,DEV009449,0,0,1,0,1,0,Not Attempted,19,Approve,Approved,Not Applicable,0,Not Refunded
P0027280,2025-01-31 05:32:54,M00036,C004341,30.79,EUR,0.63,Card,Debit,Visa,CA,CA,CA,Mobile,DEV004341,0,0,1,0,1,1,Successful,4,Approve,Approved,Not Applicable,0,Not Refunded
P0001063,2025-01-31 05:44:24,M00037,C000547,28.61,EUR,0.6,Card,Credit,Visa,DE,DE,GB,Desktop,DEV000547,0,0,1,1,1,1,Failed,47,Approve,Declined,Authentication Failed,0,Not Refunded
P0029415,2025-01-31 06:08:21,M00095,C002004,620.18,GBP,8.88,Card,Credit,Mastercard,DE,DE,DE,Mobile,DEV002004,0,0,1,0,1,1,Successful,38,Approve,Approved,Not Applicable,0,Not Refunded
P0004987,2025-01-31 06:38:17,M00036,C007008,192.98,EUR,2.9,Card,Debit,Visa,ES,ES,ES,Mobile,DEV007008,0,0,1,0,1,0,Not Attempted,24,Approve,Approved,Not Applicable,0,Not Refunded
P0000017,2025-01-31 06:45:37,M00063,C005715,174.2,AUD,2.64,Digital Wallet,Debit,Visa,GB,GB,GB,Mobile,DEV005715,0,0,1,0,1,1,Successful,35,Approve,Approved,Not Applicable,0,Not Refunded
P0013606,2025-01-31 07:52:05,M00028,C005685,55.97,AUD,0.98,Card,Debit,Visa,NL,NL,NL,Mobile,DEV005685,0,0,1,0,1,0,Not Attempted,27,Approve,Approved,Not Applicable,0,Not Refunded
P0042494,2025-01-31 08:04:12,M00094,C009353,9.35,GBP,0.33,Card,Debit,Visa,CA,CA,NL,Mobile,DEV009353,0,0,1,1,1,1,Successful,47,Approve,Approved,Not Applicable,0,Not Refunded
P0007587,2025-01-31 08:14:14,M00092,C005198,33.31,CAD,0.67,Digital Wallet,Debit,Mastercard,CA,CA,CA,Tablet,DEV005198,0,0,0,0,1,1,Successful,9,Approve,Approved,Not Applicable,0,Not Refunded
P0016728,2025-01-31 08:24:00,M00065,C001734,103.15,EUR,1.64,Card,Credit,Amex,ES,ES,ES,Mobile,DEV001734,0,0,1,0,1,1,Successful,27,Approve,Approved,Not Applicable,0,Not Refunded
P0038819,2025-01-31 08:55:38,M00048,C008555,20.7,USD,0.49,Digital Wallet,Credit,Visa,FR,DE,DE,Mobile,DEV008555,0,0,1,1,1,1,Successful,32,Approve,Approved,Not Applicable,0,Not Refunded
P0006858,2025-01-31 09:48:53,M00081,C000741,16.17,CAD,0.43,Card,Debit,Visa,FR,FR,FR,Mobile,DEV000741,0,0,1,0,1,1,Successful,22,Approve,Approved,Not Applicable,0,Not Refunded
P0021106,2025-01-31 10:13:45,M00018,C002781,708.14,EUR,10.11,Card,Debit,Visa,IE,IE,IE,Mobile,DEV002781,0,0,1,0,1,1,Successful,26,Approve,Approved,Not Applicable,0,Not Refunded
P0021375,2025-01-31 10:22:24,M00065,C001188,77.23,EUR,1.28,Card,Debit,Visa,ES,ES,ES,Mobile,DEV001188,0,0,1,0,1,1,Successful,23,Approve,Approved,Not Applicable,0,Not Refunded
P0047355,2025-01-31 10:43:12,M00079,C001729,41.09,EUR,0.78,Digital Wallet,Credit,Visa,CA,CA,CA,Desktop,DEV001729,0,0,1,0,1,0,Not Attempted,12,Approve,Declined,Issuer Decline,0,Not Refunded
P0021564,2025-01-31 10:51:24,M00067,C001188,29.79,GBP,0.62,Card,Debit,Mastercard,NL,ES,ES,Tablet,DEV001188,0,0,1,1,2,0,Not Attempted,29,Approve,Approved,Not Applicable,0,Not Refunded
P0008488,2025-01-31 10:55:48,M00068,C006361,324.73,GBP,4.75,Digital Wallet,Debit,Amex,DE,DE,DE,Desktop,DEV006361,0,0,1,0,1,1,Successful,19,Approve,Approved,Not Applicable,0,Not Refunded
P0047973,2025-01-31 11:19:17,M00043,C009567,7.41,USD,0.3,Card,Debit,Visa,GB,GB,GB,Mobile,DEV009567,0,0,1,0,1,1,Successful,31,Approve,Approved,Not Applicable,0,Not Refunded
P0048164,2025-01-31 11:59:07,M00036,C002459,221.23,EUR,3.3,Card,Debit,Mastercard,DE,DE,DE,Desktop,DEV002459,0,0,1,0,1,1,Successful,20,Approve,Approved,Not Applicable,0,Not Refunded
P0007169,2025-01-31 12:12:19,M00024,C008722,43.12,EUR,0.8,Card,Debit,Visa,ES,ES,ES,Mobile,DEV008722,0,0,1,0,1,0,Not Attempted,16,Approve,Declined,Issuer Decline,0,Not Refunded
P0046975,2025-01-31 12:56:16,M00062,C003166,9.47,AUD,0.33,Card,Debit,Mastercard,IE,IE,IE,Mobile,DEV003166,0,0,1,0,1,1,Successful,43,Approve,Approved,Not Applicable,0,Not Refunded
P0004725,2025-01-31 13:26:23,M00100,C006641,58.44,CAD,1.02,Bank Transfer,Not Applicable,Not Applicable,DE,DE,DE,Mobile,DEV006641,0,0,1,0,1,0,Not Attempted,25,Approve,Approved,Not Applicable,0,Not Refunded
P0010060,2025-01-31 13:32:03,M00036,C009546,94.9,EUR,1.53,Digital Wallet,Credit,Visa,ES,ES,ES,Mobile,DEV009546,0,0,1,0,1,1,Successful,15,Approve,Approved,Not Applicable,0,Not Refunded
P0003343,2025-01-31 13:47:44,M00079,C008787,124.48,EUR,1.94,Card,Debit,Mastercard,ES,ES,ES,Mobile,DEV008787,0,0,1,0,1,1,Successful,27,Approve,Approved,Not Applicable,0,Not Refunded
P0010081,2025-01-31 13:52:03,M00023,C009546,879.88,GBP,12.52,Digital Wallet,Debit,Visa,IT,ES,ES,Desktop,DEV009546,0,0,1,1,2,1,Failed,52,Approve,Declined,Authentication Failed,0,Not Refunded
P0003416,2025-01-31 13:52:44,M00023,C008787,390.71,GBP,5.67,Card,Debit,Visa,US,US,US,Mobile,NEWDEV025427,1,0,1,0,2,1,Successful,53,Approve,Approved,Not Applicable,0,Not Refunded
P0047670,2025-01-31 13:53:29,M00099,C009766,117.45,EUR,1.84,Card,Credit,Visa,AU,AU,AU,Mobile,DEV009766,0,0,1,0,1,1,Successful,33,Approve,Approved,Not Applicable,0,Not Refunded
P0030308,2025-01-31 13:55:46,M00085,C009060,69.78,AUD,1.18,Digital Wallet,Credit,Visa,US,US,US,Mobile,DEV009060,0,0,1,0,1,0,Not Attempted,15,Approve,Approved,Not Applicable,0,Not Refunded
P0005675,2025-01-31 14:50:28,M00051,C009466,36.97,EUR,0.72,Card,Credit,Visa,IE,IE,IE,Desktop,DEV009466,0,0,1,0,1,0,Not Attempted,19,Approve,Approved,Not Applicable,0,Not Refunded
P0008287,2025-01-31 16:15:58,M00017,C004571,67.88,AUD,1.15,Digital Wallet,Credit,Visa,IT,IT,US,Mobile,DEV004571,0,0,1,1,1,1,Successful,44,Approve,Approved,Not Applicable,0,Not Refunded
P0036799,2025-01-31 16:22:59,M00048,C001902,22.81,USD,0.52,Card,Credit,Mastercard,US,US,FR,Mobile,DEV001902,0,0,0,1,1,1,Successful,34,Approve,Approved,Not Applicable,0,Not Refunded
P0008302,2025-01-31 16:31:58,M00032,C004571,106.06,GBP,1.68,Card,Credit,Visa,IT,IT,IT,Desktop,DEV004571,0,0,1,0,2,0,Not Attempted,15,Approve,Approved,Not Applicable,0,Not Refunded
P0042050,2025-01-31 17:06:36,M00036,C004217,124.74,EUR,1.95,Digital Wallet,Credit,Mastercard,GB,GB,US,Mobile,DEV004217,0,0,1,1,1,1,Failed,39,Approve,Declined,Authentication Failed,0,Not Refunded
P0049221,2025-01-31 17:21:57,M00081,C003622,31.57,CAD,0.64,Card,Debit,Mastercard,GB,GB,US,Desktop,DEV003622,0,0,1,1,1,1,Successful,38,Approve,Approved,Not Applicable,0,Not Refunded
P0013869,2025-01-31 17:23:05,M00043,C004766,63.12,USD,1.08,Card,Debit,Mastercard,GB,GB,GB,Mobile,DEV004766,0,0,1,0,1,1,Failed,33,Approve,Declined,Authentication Failed,0,Not Refunded
P0040148,2025-01-31 17:45:51,M00081,C009819,17.5,CAD,0.45,Card,Debit,Visa,GB,GB,GB,Mobile,DEV009819,0,0,1,0,1,0,Not Attempted,16,Approve,Approved,Not Applicable,0,Not Refunded
P0001118,2025-01-31 18:28:53,M00068,C007609,403.72,GBP,5.85,Card,Debit,Mastercard,FR,FR,FR,Mobile,DEV007609,0,0,1,0,1,1,Successful,29,Approve,Approved,Not Applicable,0,Not Refunded
P0008804,2025-01-31 18:44:19,M00017,C004599,73.9,AUD,1.23,Card,Debit,Visa,GB,AU,AU,Mobile,DEV004599,0,0,1,1,1,1,Successful,50,Approve,Approved,Not Applicable,0,Not Refunded
P0037698,2025-01-31 18:48:04,M00088,C007174,270.36,CAD,3.99,Card,Debit,Amex,DE,DE,DE,Mobile,DEV007174,0,0,1,0,1,0,Not Attempted,22,Approve,Approved,Not Applicable,0,Not Refunded
P0011290,2025-01-31 19:04:15,M00081,C005747,19.57,CAD,0.47,Card,Debit,Mastercard,US,US,US,Mobile,DEV005747,0,0,1,0,1,0,Not Attempted,13,Approve,Approved,Not Applicable,0,Not Refunded
P0041841,2025-01-31 19:34:51,M00068,C005799,147.77,GBP,2.27,Card,Debit,Visa,AU,AU,AU,Mobile,NEWDEV306819,1,0,1,0,1,1,Failed,39,Approve,Approved,Not Applicable,0,Not Refunded
P0037878,2025-01-31 19:51:11,M00069,C003697,379.01,CAD,5.51,Digital Wallet,Credit,Mastercard,ES,ES,IT,Mobile,DEV003697,0,0,1,1,1,1,Failed,36,Approve,Approved,Not Applicable,0,Not Refunded
P0018684,2025-01-31 20:01:24,M00038,C001477,55.65,CAD,0.98,Digital Wallet,Debit,Visa,AU,AU,DE,Mobile,DEV001477,0,0,1,1,1,1,Successful,35,Approve,Approved,Not Applicable,0,Not Refunded
P0038014,2025-01-31 20:10:24,M00027,C008720,25.22,AUD,0.55,Card,Debit,Visa,FR,FR,FR,Mobile,DEV008720,0,0,1,0,1,1,Successful,14,Approve,Approved,Not Applicable,0,Not Refunded
P0042505,2025-01-31 21:03:00,M00065,C006657,49.41,EUR,0.89,Card,Debit,Visa,US,US,US,Desktop,DEV006657,0,0,1,0,1,1,Successful,17,Approve,Approved,Not Applicable,0,Not Refunded
P0009758,2025-01-31 21:42:27,M00028,C005691,69.99,AUD,1.18,Digital Wallet,Debit,Visa,DE,DE,CA,Desktop,DEV005691,0,0,1,1,1,1,Failed,44,Approve,Declined,Authentication Failed,0,Not Refunded
P0005195,2025-01-31 21:51:26,M00036,C000363,97.68,EUR,1.57,Card,Debit,Visa,GB,GB,GB,Mobile,DEV000363,0,0,1,0,1,0,Not Attempted,17,Approve,Approved,Not Applicable,0,Not Refunded
P0030012,2025-01-31 21:54:55,M00037,C009955,15.03,EUR,0.41,Card,Debit,Mastercard,IT,IT,IT,Desktop,DEV009955,0,0,1,0,1,1,Successful,24,Approve,Approved,Not Applicable,0,Not Refunded
P0016225,2025-01-31 22:34:37,M00048,C001059,22.38,USD,0.51,Digital Wallet,Debit,Visa,IE,IE,IE,Mobile,DEV001059,0,0,1,0,1,0,Not Attempted,19,Approve,Approved,Not Applicable,0,Partially Refunded
P0001723,2025-01-31 23:15:18,M00023,C000057,1061.52,GBP,15.06,Bank Transfer,Not Applicable,Not Applicable,US,US,US,Desktop,NEWDEV457085,1,0,1,0,1,0,Not Attempted,45,Approve,Approved,Not Applicable,0,Not Refunded
P0026684,2025-01-31 23:23:21,M00078,C002631,34.81,AUD,0.69,Card,Credit,Mastercard,IE,IE,IE,Desktop,DEV002631,0,0,1,0,1,1,Successful,31,Approve,Approved,Not Applicable,0,Not Refunded
P0009715,2025-01-31 23:41:32,M00006,C005150,54.12,AUD,0.96,Card,Debit,Mastercard,IT,IT,IT,Mobile,DEV005150,0,0,1,0,1,1,Successful,15,Approve,Approved,Not Applicable,0,Not Refunded
P0030751,2025-01-31 23:56:04,M00036,C000491,146.77,EUR,2.25,Card,Debit,Visa,IE,IE,IE,Desktop,DEV000491,0,0,1,0,1,0,Not Attempted,6,Approve,Approved,Not Applicable,0,Not Refunded
P0006114,2025-02-01 00:40:31,M00096,C002229,32.44,USD,0.65,Card,Debit,Visa,ES,ES,AU,Desktop,DEV002229,0,0,1,1,1,1,Successful,44,Approve,Approved,Not Applicable,0,Not Refunded
P0036794,2025-02-01 01:10:49,M00015,C008000,10.72,USD,0.35,Card,Credit,Mastercard,NL,NL,NL,Mobile,DEV008000,0,0,1,0,1,0,Not Attempted,17,Approve,Approved,Not Applicable,0,Not Refunded
P0015766,2025-02-01 02:43:07,M00065,C001278,36.53,EUR,0.71,Digital Wallet,Debit,Visa,NL,GB,GB,Desktop,DEV001278,0,0,1,1,1,1,Successful,51,Approve,Approved,Not Applicable,0,Not Refunded
P0012865,2025-02-01 02:51:04,M00062,C000057,11.38,AUD,0.36,Card,Credit,Mastercard,US,US,US,Mobile,NEWDEV099742,1,0,1,0,1,1,Successful,60,Review,Approved,Not Applicable,0,Not Refunded
P0026512,2025-02-01 02:57:55,M00097,C001194,29.18,AUD,0.61,Card,Credit,Visa,IT,IT,IT,Desktop,DEV001194,0,0,1,0,1,1,Successful,28,Approve,Approved,Not Applicable,0,Not Refunded
P0000915,2025-02-01 03:01:38,M00095,C001861,1118.62,GBP,15.86,Card,Debit,Mastercard,US,US,US,Mobile,NEWDEV221480,1,0,1,0,1,1,Successful,49,Approve,Declined,Issuer Decline,0,Not Refunded
P0015800,2025-02-01 03:16:27,M00028,C006276,18.44,AUD,0.46,Bank Transfer,Not Applicable,Not Applicable,IE,IE,IE,Desktop,DEV006276,0,0,1,0,1,0,Not Attempted,26,Approve,Approved,Not Applicable,0,Not Refunded
P0038629,2025-02-01 03:38:29,M00036,C008265,128.06,EUR,1.99,Card,Credit,Visa,FR,FR,FR,Mobile,DEV008265,0,0,1,0,1,1,Failed,14,Approve,Declined,Authentication Failed,0,Not Refunded
P0015977,2025-02-01 03:39:27,M00048,C006276,27.35,USD,0.58,Bank Transfer,Not Applicable,Not Applicable,ES,ES,ES,Tablet,DEV006276,0,0,1,0,2,0,Not Attempted,25,Approve,Approved,Not Applicable,0,Not Refunded
P0031646,2025-02-01 04:25:31,M00082,C008329,60.08,EUR,1.04,Card,Debit,Mastercard,IT,IT,IT,Mobile,NEWDEV918365,1,0,1,0,1,1,Failed,36,Approve,Declined,Authentication Failed,0,Not Refunded
P0032995,2025-02-01 04:45:33,M00048,C003925,5.82,USD,0.28,Card,Debit,Mastercard,NL,NL,NL,Desktop,DEV003925,0,0,1,0,1,0,Not Attempted,23,Approve,Approved,Not Applicable,0,Not Refunded
P0009624,2025-02-01 05:05:52,M00047,C003213,24.75,EUR,0.55,Bank Transfer,Not Applicable,Not Applicable,GB,GB,GB,Mobile,DEV003213,0,0,1,0,1,0,Not Attempted,3,Approve,Approved,Not Applicable,0,Not Refunded
P0033613,2025-02-01 05:09:16,M00056,C005198,491.37,EUR,7.08,Bank Transfer,Not Applicable,Not Applicable,CA,CA,NL,Mobile,DEV005198,0,0,1,1,1,0,Not Attempted,58,Approve,Approved,Not Applicable,0,Not Refunded
P0024718,2025-02-01 05:33:47,M00096,C005652,19.97,USD,0.48,Card,Debit,Visa,DE,DE,DE,Mobile,DEV005652,0,0,1,0,1,1,Successful,30,Approve,Approved,Not Applicable,0,Not Refunded
